,date,HATO,variable,value,HATO_C
9056,2019-03-25,RECODO 1,lag_3,RC45,RECODO 1_3
1272,2019-03-26,RECODO 1,name,RC22,RECODO 1
3867,2019-03-26,RECODO 1,lag_1,RC25,RECODO 1_1
6462,2019-03-26,RECODO 1,lag_2,RC46,RECODO 1_2
9057,2019-03-26,RECODO 1,lag_3,RC45,RECODO 1_3
1273,2019-03-27,RECODO 1,name,RC23,RECODO 1
3868,2019-03-27,RECODO 1,lag_1,RC22,RECODO 1_1
6463,2019-03-27,RECODO 1,lag_2,RC25,RECODO 1_2
9058,2019-03-27,RECODO 1,lag_3,RC46,RECODO 1_3
1274,2019-03-28,RECODO 1,name,RC23,RECODO 1
3869,2019-03-28,RECODO 1,lag_1,RC22,RECODO 1_1
6464,2019-03-28,RECODO 1,lag_2,RC25,RECODO 1_2
9059,2019-03-28,RECODO 1,lag_3,RC46,RECODO 1_3
1275,2019-03-29,RECODO 1,name,RC23,RECODO 1
3870,2019-03-29,RECODO 1,lag_1,RC22,RECODO 1_1
6465,2019-03-29,RECODO 1,lag_2,RC25,RECODO 1_2
9060,2019-03-29,RECODO 1,lag_3,RC46,RECODO 1_3
1276,2019-03-30,RECODO 1,name,RC24,RECODO 1
3871,2019-03-30,RECODO 1,lag_1,RC23,RECODO 1_1
6466,2019-03-30,RECODO 1,lag_2,RC22,RECODO 1_2
9061,2019-03-30,RECODO 1,lag_3,RC25,RECODO 1_3
1277,2019-03-31,RECODO 1,name,RC24,RECODO 1
3872,2019-03-31,RECODO 1,lag_1,RC23,RECODO 1_1
6467,2019-03-31,RECODO 1,lag_2,RC22,RECODO 1_2
9062,2019-03-31,RECODO 1,lag_3,RC25,RECODO 1_3
1278,2019-04-01,RECODO 1,name,RC24,RECODO 1
3873,2019-04-01,RECODO 1,lag_1,RC23,RECODO 1_1
6468,2019-04-01,RECODO 1,lag_2,RC22,RECODO 1_2
9063,2019-04-01,RECODO 1,lag_3,RC25,RECODO 1_3
1279,2019-04-02,RECODO 1,name,RC24,RECODO 1
3874,2019-04-02,RECODO 1,lag_1,RC23,RECODO 1_1
6469,2019-04-02,RECODO 1,lag_2,RC22,RECODO 1_2
9064,2019-04-02,RECODO 1,lag_3,RC25,RECODO 1_3
1280,2019-04-03,RECODO 1,name,RC11,RECODO 1
3875,2019-04-03,RECODO 1,lag_1,RC24,RECODO 1_1
6470,2019-04-03,RECODO 1,lag_2,RC23,RECODO 1_2
9065,2019-04-03,RECODO 1,lag_3,RC22,RECODO 1_3
1281,2019-04-04,RECODO 1,name,RC11,RECODO 1
3876,2019-04-04,RECODO 1,lag_1,RC24,RECODO 1_1
6471,2019-04-04,RECODO 1,lag_2,RC23,RECODO 1_2
9066,2019-04-04,RECODO 1,lag_3,RC22,RECODO 1_3
1282,2019-04-05,RECODO 1,name,RC14,RECODO 1
3877,2019-04-05,RECODO 1,lag_1,RC11,RECODO 1_1
6472,2019-04-05,RECODO 1,lag_2,RC24,RECODO 1_2
9067,2019-04-05,RECODO 1,lag_3,RC23,RECODO 1_3
1283,2019-04-06,RECODO 1,name,RC14,RECODO 1
3878,2019-04-06,RECODO 1,lag_1,RC11,RECODO 1_1
6473,2019-04-06,RECODO 1,lag_2,RC24,RECODO 1_2
9068,2019-04-06,RECODO 1,lag_3,RC23,RECODO 1_3
1284,2019-04-07,RECODO 1,name,RC14,RECODO 1
3879,2019-04-07,RECODO 1,lag_1,RC11,RECODO 1_1
6474,2019-04-07,RECODO 1,lag_2,RC24,RECODO 1_2
9069,2019-04-07,RECODO 1,lag_3,RC23,RECODO 1_3
1285,2019-04-08,RECODO 1,name,RC13,RECODO 1
3880,2019-04-08,RECODO 1,lag_1,RC14,RECODO 1_1
6475,2019-04-08,RECODO 1,lag_2,RC11,RECODO 1_2
9070,2019-04-08,RECODO 1,lag_3,RC24,RECODO 1_3
1286,2019-04-09,RECODO 1,name,RC13,RECODO 1
3881,2019-04-09,RECODO 1,lag_1,RC14,RECODO 1_1
6476,2019-04-09,RECODO 1,lag_2,RC11,RECODO 1_2
9071,2019-04-09,RECODO 1,lag_3,RC24,RECODO 1_3
1287,2019-04-10,RECODO 1,name,RC13,RECODO 1
3882,2019-04-10,RECODO 1,lag_1,RC14,RECODO 1_1
6477,2019-04-10,RECODO 1,lag_2,RC11,RECODO 1_2
9072,2019-04-10,RECODO 1,lag_3,RC24,RECODO 1_3
1288,2019-04-11,RECODO 1,name,RC16,RECODO 1
3883,2019-04-11,RECODO 1,lag_1,RC13,RECODO 1_1
6478,2019-04-11,RECODO 1,lag_2,RC14,RECODO 1_2
9073,2019-04-11,RECODO 1,lag_3,RC11,RECODO 1_3
1289,2019-04-12,RECODO 1,name,RC16,RECODO 1
3884,2019-04-12,RECODO 1,lag_1,RC13,RECODO 1_1
6479,2019-04-12,RECODO 1,lag_2,RC14,RECODO 1_2
9074,2019-04-12,RECODO 1,lag_3,RC11,RECODO 1_3
1290,2019-04-13,RECODO 1,name,RC16,RECODO 1
3885,2019-04-13,RECODO 1,lag_1,RC13,RECODO 1_1
6480,2019-04-13,RECODO 1,lag_2,RC14,RECODO 1_2
9075,2019-04-13,RECODO 1,lag_3,RC11,RECODO 1_3
1291,2019-04-14,RECODO 1,name,RC16,RECODO 1
3886,2019-04-14,RECODO 1,lag_1,RC13,RECODO 1_1
6481,2019-04-14,RECODO 1,lag_2,RC14,RECODO 1_2
9076,2019-04-14,RECODO 1,lag_3,RC11,RECODO 1_3
1292,2019-04-15,RECODO 1,name,RC15,RECODO 1
3887,2019-04-15,RECODO 1,lag_1,RC16,RECODO 1_1
6482,2019-04-15,RECODO 1,lag_2,RC13,RECODO 1_2
9077,2019-04-15,RECODO 1,lag_3,RC14,RECODO 1_3
1293,2019-04-16,RECODO 1,name,RC15,RECODO 1
3888,2019-04-16,RECODO 1,lag_1,RC16,RECODO 1_1
6483,2019-04-16,RECODO 1,lag_2,RC13,RECODO 1_2
9078,2019-04-16,RECODO 1,lag_3,RC14,RECODO 1_3
1294,2019-04-17,RECODO 1,name,RC17,RECODO 1
3889,2019-04-17,RECODO 1,lag_1,RC15,RECODO 1_1
6484,2019-04-17,RECODO 1,lag_2,RC16,RECODO 1_2
9079,2019-04-17,RECODO 1,lag_3,RC13,RECODO 1_3
1295,2019-04-18,RECODO 1,name,RC17,RECODO 1
3890,2019-04-18,RECODO 1,lag_1,RC15,RECODO 1_1
6485,2019-04-18,RECODO 1,lag_2,RC16,RECODO 1_2
9080,2019-04-18,RECODO 1,lag_3,RC13,RECODO 1_3
1296,2019-04-19,RECODO 1,name,RC17,RECODO 1
3891,2019-04-19,RECODO 1,lag_1,RC15,RECODO 1_1
6486,2019-04-19,RECODO 1,lag_2,RC16,RECODO 1_2
9081,2019-04-19,RECODO 1,lag_3,RC13,RECODO 1_3
1297,2019-04-20,RECODO 1,name,RC18,RECODO 1
3892,2019-04-20,RECODO 1,lag_1,RC17,RECODO 1_1
6487,2019-04-20,RECODO 1,lag_2,RC15,RECODO 1_2
9082,2019-04-20,RECODO 1,lag_3,RC16,RECODO 1_3
1298,2019-04-21,RECODO 1,name,RC18,RECODO 1
3893,2019-04-21,RECODO 1,lag_1,RC17,RECODO 1_1
6488,2019-04-21,RECODO 1,lag_2,RC15,RECODO 1_2
9083,2019-04-21,RECODO 1,lag_3,RC16,RECODO 1_3
1299,2019-04-22,RECODO 1,name,RC18,RECODO 1
3894,2019-04-22,RECODO 1,lag_1,RC17,RECODO 1_1
6489,2019-04-22,RECODO 1,lag_2,RC15,RECODO 1_2
9084,2019-04-22,RECODO 1,lag_3,RC16,RECODO 1_3
1300,2019-04-23,RECODO 1,name,RC19,RECODO 1
3895,2019-04-23,RECODO 1,lag_1,RC18,RECODO 1_1
6490,2019-04-23,RECODO 1,lag_2,RC17,RECODO 1_2
9085,2019-04-23,RECODO 1,lag_3,RC15,RECODO 1_3
1301,2019-04-24,RECODO 1,name,RC19,RECODO 1
3896,2019-04-24,RECODO 1,lag_1,RC18,RECODO 1_1
6491,2019-04-24,RECODO 1,lag_2,RC17,RECODO 1_2
9086,2019-04-24,RECODO 1,lag_3,RC15,RECODO 1_3
1302,2019-04-25,RECODO 1,name,RC19,RECODO 1
3897,2019-04-25,RECODO 1,lag_1,RC18,RECODO 1_1
6492,2019-04-25,RECODO 1,lag_2,RC17,RECODO 1_2
9087,2019-04-25,RECODO 1,lag_3,RC15,RECODO 1_3
1303,2019-04-26,RECODO 1,name,RC19,RECODO 1
3898,2019-04-26,RECODO 1,lag_1,RC18,RECODO 1_1
6493,2019-04-26,RECODO 1,lag_2,RC17,RECODO 1_2
9088,2019-04-26,RECODO 1,lag_3,RC15,RECODO 1_3
1304,2019-04-27,RECODO 1,name,RC20,RECODO 1
3899,2019-04-27,RECODO 1,lag_1,RC19,RECODO 1_1
6494,2019-04-27,RECODO 1,lag_2,RC18,RECODO 1_2
9089,2019-04-27,RECODO 1,lag_3,RC17,RECODO 1_3
1305,2019-04-28,RECODO 1,name,RC20,RECODO 1
3900,2019-04-28,RECODO 1,lag_1,RC19,RECODO 1_1
6495,2019-04-28,RECODO 1,lag_2,RC18,RECODO 1_2
9090,2019-04-28,RECODO 1,lag_3,RC17,RECODO 1_3
1306,2019-04-29,RECODO 1,name,RC20,RECODO 1
3901,2019-04-29,RECODO 1,lag_1,RC19,RECODO 1_1
6496,2019-04-29,RECODO 1,lag_2,RC18,RECODO 1_2
9091,2019-04-29,RECODO 1,lag_3,RC17,RECODO 1_3
1307,2019-04-30,RECODO 1,name,RC20,RECODO 1
3902,2019-04-30,RECODO 1,lag_1,RC19,RECODO 1_1
6497,2019-04-30,RECODO 1,lag_2,RC18,RECODO 1_2
9092,2019-04-30,RECODO 1,lag_3,RC17,RECODO 1_3
1308,2019-05-01,RECODO 1,name,RC43,RECODO 1
3903,2019-05-01,RECODO 1,lag_1,RC20,RECODO 1_1
6498,2019-05-01,RECODO 1,lag_2,RC19,RECODO 1_2
9093,2019-05-01,RECODO 1,lag_3,RC18,RECODO 1_3
1309,2019-05-02,RECODO 1,name,RC44,RECODO 1
3904,2019-05-02,RECODO 1,lag_1,RC43,RECODO 1_1
6499,2019-05-02,RECODO 1,lag_2,RC20,RECODO 1_2
9094,2019-05-02,RECODO 1,lag_3,RC19,RECODO 1_3
1310,2019-05-03,RECODO 1,name,RC44,RECODO 1
3905,2019-05-03,RECODO 1,lag_1,RC43,RECODO 1_1
6500,2019-05-03,RECODO 1,lag_2,RC20,RECODO 1_2
9095,2019-05-03,RECODO 1,lag_3,RC19,RECODO 1_3
1311,2019-05-04,RECODO 1,name,RC45,RECODO 1
3906,2019-05-04,RECODO 1,lag_1,RC44,RECODO 1_1
6501,2019-05-04,RECODO 1,lag_2,RC43,RECODO 1_2
9096,2019-05-04,RECODO 1,lag_3,RC20,RECODO 1_3
1312,2019-05-05,RECODO 1,name,RC45,RECODO 1
3907,2019-05-05,RECODO 1,lag_1,RC44,RECODO 1_1
6502,2019-05-05,RECODO 1,lag_2,RC43,RECODO 1_2
9097,2019-05-05,RECODO 1,lag_3,RC20,RECODO 1_3
1313,2019-05-06,RECODO 1,name,RC45,RECODO 1
3908,2019-05-06,RECODO 1,lag_1,RC44,RECODO 1_1
6503,2019-05-06,RECODO 1,lag_2,RC43,RECODO 1_2
9098,2019-05-06,RECODO 1,lag_3,RC20,RECODO 1_3
1314,2019-05-07,RECODO 1,name,RC46,RECODO 1
3909,2019-05-07,RECODO 1,lag_1,RC45,RECODO 1_1
6504,2019-05-07,RECODO 1,lag_2,RC44,RECODO 1_2
9099,2019-05-07,RECODO 1,lag_3,RC43,RECODO 1_3
1315,2019-05-08,RECODO 1,name,RC46,RECODO 1
3910,2019-05-08,RECODO 1,lag_1,RC45,RECODO 1_1
6505,2019-05-08,RECODO 1,lag_2,RC44,RECODO 1_2
9100,2019-05-08,RECODO 1,lag_3,RC43,RECODO 1_3
1316,2019-05-09,RECODO 1,name,RC25,RECODO 1
3911,2019-05-09,RECODO 1,lag_1,RC46,RECODO 1_1
6506,2019-05-09,RECODO 1,lag_2,RC45,RECODO 1_2
9101,2019-05-09,RECODO 1,lag_3,RC44,RECODO 1_3
1317,2019-05-10,RECODO 1,name,RC25,RECODO 1
3912,2019-05-10,RECODO 1,lag_1,RC46,RECODO 1_1
6507,2019-05-10,RECODO 1,lag_2,RC45,RECODO 1_2
9102,2019-05-10,RECODO 1,lag_3,RC44,RECODO 1_3
1318,2019-05-11,RECODO 1,name,RC25,RECODO 1
3913,2019-05-11,RECODO 1,lag_1,RC46,RECODO 1_1
6508,2019-05-11,RECODO 1,lag_2,RC45,RECODO 1_2
9103,2019-05-11,RECODO 1,lag_3,RC44,RECODO 1_3
1319,2019-05-12,RECODO 1,name,RC22,RECODO 1
3914,2019-05-12,RECODO 1,lag_1,RC25,RECODO 1_1
6509,2019-05-12,RECODO 1,lag_2,RC46,RECODO 1_2
9104,2019-05-12,RECODO 1,lag_3,RC45,RECODO 1_3
1320,2019-05-13,RECODO 1,name,RC22,RECODO 1
3915,2019-05-13,RECODO 1,lag_1,RC25,RECODO 1_1
6510,2019-05-13,RECODO 1,lag_2,RC46,RECODO 1_2
9105,2019-05-13,RECODO 1,lag_3,RC45,RECODO 1_3
1321,2019-05-14,RECODO 1,name,RC22,RECODO 1
3916,2019-05-14,RECODO 1,lag_1,RC25,RECODO 1_1
6511,2019-05-14,RECODO 1,lag_2,RC46,RECODO 1_2
9106,2019-05-14,RECODO 1,lag_3,RC45,RECODO 1_3
1322,2019-05-15,RECODO 1,name,RC23,RECODO 1
3917,2019-05-15,RECODO 1,lag_1,RC22,RECODO 1_1
6512,2019-05-15,RECODO 1,lag_2,RC25,RECODO 1_2
9107,2019-05-15,RECODO 1,lag_3,RC46,RECODO 1_3
1323,2019-05-16,RECODO 1,name,RC24,RECODO 1
3918,2019-05-16,RECODO 1,lag_1,RC23,RECODO 1_1
6513,2019-05-16,RECODO 1,lag_2,RC22,RECODO 1_2
9108,2019-05-16,RECODO 1,lag_3,RC25,RECODO 1_3
1324,2019-05-17,RECODO 1,name,RC24,RECODO 1
3919,2019-05-17,RECODO 1,lag_1,RC23,RECODO 1_1
6514,2019-05-17,RECODO 1,lag_2,RC22,RECODO 1_2
9109,2019-05-17,RECODO 1,lag_3,RC25,RECODO 1_3
1325,2019-05-18,RECODO 1,name,RC11,RECODO 1
3920,2019-05-18,RECODO 1,lag_1,RC24,RECODO 1_1
6515,2019-05-18,RECODO 1,lag_2,RC23,RECODO 1_2
9110,2019-05-18,RECODO 1,lag_3,RC22,RECODO 1_3
1326,2019-05-19,RECODO 1,name,RC11,RECODO 1
3921,2019-05-19,RECODO 1,lag_1,RC24,RECODO 1_1
6516,2019-05-19,RECODO 1,lag_2,RC23,RECODO 1_2
9111,2019-05-19,RECODO 1,lag_3,RC22,RECODO 1_3
1327,2019-05-20,RECODO 1,name,RC11,RECODO 1
3922,2019-05-20,RECODO 1,lag_1,RC24,RECODO 1_1
6517,2019-05-20,RECODO 1,lag_2,RC23,RECODO 1_2
9112,2019-05-20,RECODO 1,lag_3,RC22,RECODO 1_3
1328,2019-05-21,RECODO 1,name,RC11,RECODO 1
3923,2019-05-21,RECODO 1,lag_1,RC24,RECODO 1_1
6518,2019-05-21,RECODO 1,lag_2,RC23,RECODO 1_2
9113,2019-05-21,RECODO 1,lag_3,RC22,RECODO 1_3
1329,2019-05-22,RECODO 1,name,RC14,RECODO 1
3924,2019-05-22,RECODO 1,lag_1,RC11,RECODO 1_1
6519,2019-05-22,RECODO 1,lag_2,RC24,RECODO 1_2
9114,2019-05-22,RECODO 1,lag_3,RC23,RECODO 1_3
1330,2019-05-23,RECODO 1,name,RC14,RECODO 1
3925,2019-05-23,RECODO 1,lag_1,RC11,RECODO 1_1
6520,2019-05-23,RECODO 1,lag_2,RC24,RECODO 1_2
9115,2019-05-23,RECODO 1,lag_3,RC23,RECODO 1_3
1331,2019-05-24,RECODO 1,name,RC15,RECODO 1
3926,2019-05-24,RECODO 1,lag_1,RC14,RECODO 1_1
6521,2019-05-24,RECODO 1,lag_2,RC11,RECODO 1_2
9116,2019-05-24,RECODO 1,lag_3,RC24,RECODO 1_3
1332,2019-05-25,RECODO 1,name,RC13,RECODO 1
3927,2019-05-25,RECODO 1,lag_1,RC15,RECODO 1_1
6522,2019-05-25,RECODO 1,lag_2,RC14,RECODO 1_2
9117,2019-05-25,RECODO 1,lag_3,RC11,RECODO 1_3
1333,2019-05-26,RECODO 1,name,RC13,RECODO 1
3928,2019-05-26,RECODO 1,lag_1,RC15,RECODO 1_1
6523,2019-05-26,RECODO 1,lag_2,RC14,RECODO 1_2
9118,2019-05-26,RECODO 1,lag_3,RC11,RECODO 1_3
1334,2019-05-27,RECODO 1,name,RC13,RECODO 1
3929,2019-05-27,RECODO 1,lag_1,RC15,RECODO 1_1
6524,2019-05-27,RECODO 1,lag_2,RC14,RECODO 1_2
9119,2019-05-27,RECODO 1,lag_3,RC11,RECODO 1_3
1335,2019-05-28,RECODO 1,name,RC01,RECODO 1
3930,2019-05-28,RECODO 1,lag_1,RC13,RECODO 1_1
6525,2019-05-28,RECODO 1,lag_2,RC15,RECODO 1_2
9120,2019-05-28,RECODO 1,lag_3,RC14,RECODO 1_3
1336,2019-05-29,RECODO 1,name,RC01,RECODO 1
3931,2019-05-29,RECODO 1,lag_1,RC13,RECODO 1_1
6526,2019-05-29,RECODO 1,lag_2,RC15,RECODO 1_2
9121,2019-05-29,RECODO 1,lag_3,RC14,RECODO 1_3
1337,2019-05-30,RECODO 1,name,RC16,RECODO 1
3932,2019-05-30,RECODO 1,lag_1,RC01,RECODO 1_1
6527,2019-05-30,RECODO 1,lag_2,RC13,RECODO 1_2
9122,2019-05-30,RECODO 1,lag_3,RC15,RECODO 1_3
1338,2019-05-31,RECODO 1,name,RC17,RECODO 1
3933,2019-05-31,RECODO 1,lag_1,RC16,RECODO 1_1
6528,2019-05-31,RECODO 1,lag_2,RC01,RECODO 1_2
9123,2019-05-31,RECODO 1,lag_3,RC13,RECODO 1_3
1339,2019-06-01,RECODO 1,name,RC17,RECODO 1
3934,2019-06-01,RECODO 1,lag_1,RC16,RECODO 1_1
6529,2019-06-01,RECODO 1,lag_2,RC01,RECODO 1_2
9124,2019-06-01,RECODO 1,lag_3,RC13,RECODO 1_3
1340,2019-06-02,RECODO 1,name,RC17,RECODO 1
3935,2019-06-02,RECODO 1,lag_1,RC16,RECODO 1_1
6530,2019-06-02,RECODO 1,lag_2,RC01,RECODO 1_2
9125,2019-06-02,RECODO 1,lag_3,RC13,RECODO 1_3
1341,2019-06-03,RECODO 1,name,RC17,RECODO 1
3936,2019-06-03,RECODO 1,lag_1,RC16,RECODO 1_1
6531,2019-06-03,RECODO 1,lag_2,RC01,RECODO 1_2
9126,2019-06-03,RECODO 1,lag_3,RC13,RECODO 1_3
1342,2019-06-04,RECODO 1,name,RC18,RECODO 1
3937,2019-06-04,RECODO 1,lag_1,RC17,RECODO 1_1
6532,2019-06-04,RECODO 1,lag_2,RC16,RECODO 1_2
9127,2019-06-04,RECODO 1,lag_3,RC01,RECODO 1_3
1343,2019-06-05,RECODO 1,name,RC18,RECODO 1
3938,2019-06-05,RECODO 1,lag_1,RC17,RECODO 1_1
6533,2019-06-05,RECODO 1,lag_2,RC16,RECODO 1_2
9128,2019-06-05,RECODO 1,lag_3,RC01,RECODO 1_3
1344,2019-06-06,RECODO 1,name,RC18,RECODO 1
3939,2019-06-06,RECODO 1,lag_1,RC17,RECODO 1_1
6534,2019-06-06,RECODO 1,lag_2,RC16,RECODO 1_2
9129,2019-06-06,RECODO 1,lag_3,RC01,RECODO 1_3
1345,2019-06-07,RECODO 1,name,RC19,RECODO 1
3940,2019-06-07,RECODO 1,lag_1,RC18,RECODO 1_1
6535,2019-06-07,RECODO 1,lag_2,RC17,RECODO 1_2
9130,2019-06-07,RECODO 1,lag_3,RC16,RECODO 1_3
1346,2019-06-08,RECODO 1,name,RC19,RECODO 1
3941,2019-06-08,RECODO 1,lag_1,RC18,RECODO 1_1
6536,2019-06-08,RECODO 1,lag_2,RC17,RECODO 1_2
9131,2019-06-08,RECODO 1,lag_3,RC16,RECODO 1_3
1347,2019-06-09,RECODO 1,name,RC19,RECODO 1
3942,2019-06-09,RECODO 1,lag_1,RC18,RECODO 1_1
6537,2019-06-09,RECODO 1,lag_2,RC17,RECODO 1_2
9132,2019-06-09,RECODO 1,lag_3,RC16,RECODO 1_3
1348,2019-06-10,RECODO 1,name,RC20,RECODO 1
3943,2019-06-10,RECODO 1,lag_1,RC19,RECODO 1_1
6538,2019-06-10,RECODO 1,lag_2,RC18,RECODO 1_2
9133,2019-06-10,RECODO 1,lag_3,RC17,RECODO 1_3
1349,2019-06-11,RECODO 1,name,RC20,RECODO 1
3944,2019-06-11,RECODO 1,lag_1,RC19,RECODO 1_1
6539,2019-06-11,RECODO 1,lag_2,RC18,RECODO 1_2
9134,2019-06-11,RECODO 1,lag_3,RC17,RECODO 1_3
1350,2019-06-12,RECODO 1,name,RC20,RECODO 1
3945,2019-06-12,RECODO 1,lag_1,RC19,RECODO 1_1
6540,2019-06-12,RECODO 1,lag_2,RC18,RECODO 1_2
9135,2019-06-12,RECODO 1,lag_3,RC17,RECODO 1_3
1351,2019-06-13,RECODO 1,name,RC21,RECODO 1
3946,2019-06-13,RECODO 1,lag_1,RC20,RECODO 1_1
6541,2019-06-13,RECODO 1,lag_2,RC19,RECODO 1_2
9136,2019-06-13,RECODO 1,lag_3,RC18,RECODO 1_3
1352,2019-06-14,RECODO 1,name,RC21,RECODO 1
3947,2019-06-14,RECODO 1,lag_1,RC20,RECODO 1_1
6542,2019-06-14,RECODO 1,lag_2,RC19,RECODO 1_2
9137,2019-06-14,RECODO 1,lag_3,RC18,RECODO 1_3
1353,2019-06-15,RECODO 1,name,RC43,RECODO 1
3948,2019-06-15,RECODO 1,lag_1,RC21,RECODO 1_1
6543,2019-06-15,RECODO 1,lag_2,RC20,RECODO 1_2
9138,2019-06-15,RECODO 1,lag_3,RC19,RECODO 1_3
1354,2019-06-16,RECODO 1,name,RC43,RECODO 1
3949,2019-06-16,RECODO 1,lag_1,RC21,RECODO 1_1
6544,2019-06-16,RECODO 1,lag_2,RC20,RECODO 1_2
9139,2019-06-16,RECODO 1,lag_3,RC19,RECODO 1_3
1355,2019-06-17,RECODO 1,name,RC44,RECODO 1
3950,2019-06-17,RECODO 1,lag_1,RC43,RECODO 1_1
6545,2019-06-17,RECODO 1,lag_2,RC21,RECODO 1_2
9140,2019-06-17,RECODO 1,lag_3,RC20,RECODO 1_3
1356,2019-06-18,RECODO 1,name,RC44,RECODO 1
3951,2019-06-18,RECODO 1,lag_1,RC43,RECODO 1_1
6546,2019-06-18,RECODO 1,lag_2,RC21,RECODO 1_2
9141,2019-06-18,RECODO 1,lag_3,RC20,RECODO 1_3
1357,2019-06-19,RECODO 1,name,RC45,RECODO 1
3952,2019-06-19,RECODO 1,lag_1,RC44,RECODO 1_1
6547,2019-06-19,RECODO 1,lag_2,RC43,RECODO 1_2
9142,2019-06-19,RECODO 1,lag_3,RC21,RECODO 1_3
1358,2019-06-20,RECODO 1,name,RC45,RECODO 1
3953,2019-06-20,RECODO 1,lag_1,RC44,RECODO 1_1
6548,2019-06-20,RECODO 1,lag_2,RC43,RECODO 1_2
9143,2019-06-20,RECODO 1,lag_3,RC21,RECODO 1_3
1359,2019-06-21,RECODO 1,name,RC46,RECODO 1
3954,2019-06-21,RECODO 1,lag_1,RC45,RECODO 1_1
6549,2019-06-21,RECODO 1,lag_2,RC44,RECODO 1_2
9144,2019-06-21,RECODO 1,lag_3,RC43,RECODO 1_3
1360,2019-06-22,RECODO 1,name,RC46,RECODO 1
3955,2019-06-22,RECODO 1,lag_1,RC45,RECODO 1_1
6550,2019-06-22,RECODO 1,lag_2,RC44,RECODO 1_2
9145,2019-06-22,RECODO 1,lag_3,RC43,RECODO 1_3
1361,2019-06-23,RECODO 1,name,RC25,RECODO 1
3956,2019-06-23,RECODO 1,lag_1,RC46,RECODO 1_1
6551,2019-06-23,RECODO 1,lag_2,RC45,RECODO 1_2
9146,2019-06-23,RECODO 1,lag_3,RC44,RECODO 1_3
1362,2019-06-24,RECODO 1,name,RC25,RECODO 1
3957,2019-06-24,RECODO 1,lag_1,RC46,RECODO 1_1
6552,2019-06-24,RECODO 1,lag_2,RC45,RECODO 1_2
9147,2019-06-24,RECODO 1,lag_3,RC44,RECODO 1_3
1363,2019-06-25,RECODO 1,name,RC22,RECODO 1
3958,2019-06-25,RECODO 1,lag_1,RC25,RECODO 1_1
6553,2019-06-25,RECODO 1,lag_2,RC46,RECODO 1_2
9148,2019-06-25,RECODO 1,lag_3,RC45,RECODO 1_3
1364,2019-06-26,RECODO 1,name,RC22,RECODO 1
3959,2019-06-26,RECODO 1,lag_1,RC25,RECODO 1_1
6554,2019-06-26,RECODO 1,lag_2,RC46,RECODO 1_2
9149,2019-06-26,RECODO 1,lag_3,RC45,RECODO 1_3
1365,2019-06-27,RECODO 1,name,RC23,RECODO 1
3960,2019-06-27,RECODO 1,lag_1,RC22,RECODO 1_1
6555,2019-06-27,RECODO 1,lag_2,RC25,RECODO 1_2
9150,2019-06-27,RECODO 1,lag_3,RC46,RECODO 1_3
1366,2019-06-28,RECODO 1,name,RC23,RECODO 1
3961,2019-06-28,RECODO 1,lag_1,RC22,RECODO 1_1
6556,2019-06-28,RECODO 1,lag_2,RC25,RECODO 1_2
9151,2019-06-28,RECODO 1,lag_3,RC46,RECODO 1_3
1367,2019-06-29,RECODO 1,name,RC23,RECODO 1
3962,2019-06-29,RECODO 1,lag_1,RC22,RECODO 1_1
6557,2019-06-29,RECODO 1,lag_2,RC25,RECODO 1_2
9152,2019-06-29,RECODO 1,lag_3,RC46,RECODO 1_3
1368,2019-06-30,RECODO 1,name,RC24,RECODO 1
3963,2019-06-30,RECODO 1,lag_1,RC23,RECODO 1_1
6558,2019-06-30,RECODO 1,lag_2,RC22,RECODO 1_2
9153,2019-06-30,RECODO 1,lag_3,RC25,RECODO 1_3
1369,2019-07-01,RECODO 1,name,RC24,RECODO 1
3964,2019-07-01,RECODO 1,lag_1,RC23,RECODO 1_1
6559,2019-07-01,RECODO 1,lag_2,RC22,RECODO 1_2
9154,2019-07-01,RECODO 1,lag_3,RC25,RECODO 1_3
1370,2019-07-02,RECODO 1,name,RC11,RECODO 1
3965,2019-07-02,RECODO 1,lag_1,RC24,RECODO 1_1
6560,2019-07-02,RECODO 1,lag_2,RC23,RECODO 1_2
9155,2019-07-02,RECODO 1,lag_3,RC22,RECODO 1_3
1371,2019-07-03,RECODO 1,name,RC11,RECODO 1
3966,2019-07-03,RECODO 1,lag_1,RC24,RECODO 1_1
6561,2019-07-03,RECODO 1,lag_2,RC23,RECODO 1_2
9156,2019-07-03,RECODO 1,lag_3,RC22,RECODO 1_3
1372,2019-07-04,RECODO 1,name,RC10,RECODO 1
3967,2019-07-04,RECODO 1,lag_1,RC11,RECODO 1_1
6562,2019-07-04,RECODO 1,lag_2,RC24,RECODO 1_2
9157,2019-07-04,RECODO 1,lag_3,RC23,RECODO 1_3
1373,2019-07-05,RECODO 1,name,RC10,RECODO 1
3968,2019-07-05,RECODO 1,lag_1,RC11,RECODO 1_1
6563,2019-07-05,RECODO 1,lag_2,RC24,RECODO 1_2
9158,2019-07-05,RECODO 1,lag_3,RC23,RECODO 1_3
1374,2019-07-06,RECODO 1,name,RC14,RECODO 1
3969,2019-07-06,RECODO 1,lag_1,RC10,RECODO 1_1
6564,2019-07-06,RECODO 1,lag_2,RC11,RECODO 1_2
9159,2019-07-06,RECODO 1,lag_3,RC24,RECODO 1_3
1375,2019-07-07,RECODO 1,name,RC15,RECODO 1
